sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
2048	unexpected	1024	1024	swim	in-a-sentential-complement	the mechanics knew the officer swim	6
2049	expected	1025	1025	smile	in-a-sentential-complement	the mechanics knew the officer smiles	6
2050	unexpected	1025	1025	smile	in-a-sentential-complement	the mechanics knew the officer smile	6
2051	expected	1026	1026	be	in-a-sentential-complement	the mechanics knew the officer is tall	6
2052	unexpected	1026	1026	be	in-a-sentential-complement	the mechanics knew the officer are tall	6
2053	expected	1027	1027	be	in-a-sentential-complement	the mechanics knew the officer is old	6
2054	unexpected	1027	1027	be	in-a-sentential-complement	the mechanics knew the officer are old	6
2055	expected	1028	1028	be	in-a-sentential-complement	the mechanics knew the officer is young	6
2056	unexpected	1028	1028	be	in-a-sentential-complement	the mechanics knew the officer are young	6
2057	expected	1029	1029	be	in-a-sentential-complement	the mechanics knew the officer is short	6
2058	unexpected	1029	1029	be	in-a-sentential-complement	the mechanics knew the officer are short	6
2059	expected	1030	1030	laugh	in-a-sentential-complement	the mechanics knew the teacher laughs	6
2060	unexpected	1030	1030	laugh	in-a-sentential-complement	the mechanics knew the teacher laugh	6
2061	expected	1031	1031	swim	in-a-sentential-complement	the mechanics knew the teacher swims	6
2062	unexpected	1031	1031	swim	in-a-sentential-complement	the mechanics knew the teacher swim	6
2063	expected	1032	1032	smile	in-a-sentential-complement	the mechanics knew the teacher smiles	6
2064	unexpected	1032	1032	smile	in-a-sentential-complement	the mechanics knew the teacher smile	6
2065	expected	1033	1033	be	in-a-sentential-complement	the mechanics knew the teacher is tall	6
2066	unexpected	1033	1033	be	in-a-sentential-complement	the mechanics knew the teacher are tall	6
2067	expected	1034	1034	be	in-a-sentential-complement	the mechanics knew the teacher is old	6
2068	unexpected	1034	1034	be	in-a-sentential-complement	the mechanics knew the teacher are old	6
2069	expected	1035	1035	be	in-a-sentential-complement	the mechanics knew the teacher is young	6
2070	unexpected	1035	1035	be	in-a-sentential-complement	the mechanics knew the teacher are young	6
2071	expected	1036	1036	be	in-a-sentential-complement	the mechanics knew the teacher is short	6
2072	unexpected	1036	1036	be	in-a-sentential-complement	the mechanics knew the teacher are short	6
2073	expected	1037	1037	laugh	in-a-sentential-complement	the mechanics knew the senator laughs	6
2074	unexpected	1037	1037	laugh	in-a-sentential-complement	the mechanics knew the senator laugh	6
2075	expected	1038	1038	swim	in-a-sentential-complement	the mechanics knew the senator swims	6
2076	unexpected	1038	1038	swim	in-a-sentential-complement	the mechanics knew the senator swim	6
2077	expected	1039	1039	smile	in-a-sentential-complement	the mechanics knew the senator smiles	6
2078	unexpected	1039	1039	smile	in-a-sentential-complement	the mechanics knew the senator smile	6
2079	expected	1040	1040	be	in-a-sentential-complement	the mechanics knew the senator is tall	6
2080	unexpected	1040	1040	be	in-a-sentential-complement	the mechanics knew the senator are tall	6
2081	expected	1041	1041	be	in-a-sentential-complement	the mechanics knew the senator is old	6
2082	unexpected	1041	1041	be	in-a-sentential-complement	the mechanics knew the senator are old	6
2083	expected	1042	1042	be	in-a-sentential-complement	the mechanics knew the senator is young	6
2084	unexpected	1042	1042	be	in-a-sentential-complement	the mechanics knew the senator are young	6
2085	expected	1043	1043	be	in-a-sentential-complement	the mechanics knew the senator is short	6
2086	unexpected	1043	1043	be	in-a-sentential-complement	the mechanics knew the senator are short	6
2087	expected	1044	1044	laugh	in-a-sentential-complement	the mechanics knew the consultant laughs	6
2088	unexpected	1044	1044	laugh	in-a-sentential-complement	the mechanics knew the consultant laugh	6
2089	expected	1045	1045	swim	in-a-sentential-complement	the mechanics knew the consultant swims	6
2090	unexpected	1045	1045	swim	in-a-sentential-complement	the mechanics knew the consultant swim	6
2091	expected	1046	1046	smile	in-a-sentential-complement	the mechanics knew the consultant smiles	6
2092	unexpected	1046	1046	smile	in-a-sentential-complement	the mechanics knew the consultant smile	6
2093	expected	1047	1047	be	in-a-sentential-complement	the mechanics knew the consultant is tall	6
2094	unexpected	1047	1047	be	in-a-sentential-complement	the mechanics knew the consultant are tall	6
2095	expected	1048	1048	be	in-a-sentential-complement	the mechanics knew the consultant is old	6
2096	unexpected	1048	1048	be	in-a-sentential-complement	the mechanics knew the consultant are old	6
2097	expected	1049	1049	be	in-a-sentential-complement	the mechanics knew the consultant is young	6
2098	unexpected	1049	1049	be	in-a-sentential-complement	the mechanics knew the consultant are young	6
2099	expected	1050	1050	be	in-a-sentential-complement	the mechanics knew the consultant is short	6
2100	unexpected	1050	1050	be	in-a-sentential-complement	the mechanics knew the consultant are short	6
2101	expected	1051	1051	laugh	in-a-sentential-complement	the bankers said the author laughs	6
2102	unexpected	1051	1051	laugh	in-a-sentential-complement	the bankers said the author laugh	6
2103	expected	1052	1052	swim	in-a-sentential-complement	the bankers said the author swims	6
2104	unexpected	1052	1052	swim	in-a-sentential-complement	the bankers said the author swim	6
2105	expected	1053	1053	smile	in-a-sentential-complement	the bankers said the author smiles	6
2106	unexpected	1053	1053	smile	in-a-sentential-complement	the bankers said the author smile	6
2107	expected	1054	1054	be	in-a-sentential-complement	the bankers said the author is tall	6
2108	unexpected	1054	1054	be	in-a-sentential-complement	the bankers said the author are tall	6
2109	expected	1055	1055	be	in-a-sentential-complement	the bankers said the author is old	6
2110	unexpected	1055	1055	be	in-a-sentential-complement	the bankers said the author are old	6
2111	expected	1056	1056	be	in-a-sentential-complement	the bankers said the author is young	6
2112	unexpected	1056	1056	be	in-a-sentential-complement	the bankers said the author are young	6
2113	expected	1057	1057	be	in-a-sentential-complement	the bankers said the author is short	6
2114	unexpected	1057	1057	be	in-a-sentential-complement	the bankers said the author are short	6
2115	expected	1058	1058	laugh	in-a-sentential-complement	the bankers said the pilot laughs	6
2116	unexpected	1058	1058	laugh	in-a-sentential-complement	the bankers said the pilot laugh	6
2117	expected	1059	1059	swim	in-a-sentential-complement	the bankers said the pilot swims	6
2118	unexpected	1059	1059	swim	in-a-sentential-complement	the bankers said the pilot swim	6
2119	expected	1060	1060	smile	in-a-sentential-complement	the bankers said the pilot smiles	6
2120	unexpected	1060	1060	smile	in-a-sentential-complement	the bankers said the pilot smile	6
2121	expected	1061	1061	be	in-a-sentential-complement	the bankers said the pilot is tall	6
2122	unexpected	1061	1061	be	in-a-sentential-complement	the bankers said the pilot are tall	6
2123	expected	1062	1062	be	in-a-sentential-complement	the bankers said the pilot is old	6
2124	unexpected	1062	1062	be	in-a-sentential-complement	the bankers said the pilot are old	6
2125	expected	1063	1063	be	in-a-sentential-complement	the bankers said the pilot is young	6
2126	unexpected	1063	1063	be	in-a-sentential-complement	the bankers said the pilot are young	6
2127	expected	1064	1064	be	in-a-sentential-complement	the bankers said the pilot is short	6
2128	unexpected	1064	1064	be	in-a-sentential-complement	the bankers said the pilot are short	6
2129	expected	1065	1065	laugh	in-a-sentential-complement	the bankers said the surgeon laughs	6
2130	unexpected	1065	1065	laugh	in-a-sentential-complement	the bankers said the surgeon laugh	6
2131	expected	1066	1066	swim	in-a-sentential-complement	the bankers said the surgeon swims	6
2132	unexpected	1066	1066	swim	in-a-sentential-complement	the bankers said the surgeon swim	6
2133	expected	1067	1067	smile	in-a-sentential-complement	the bankers said the surgeon smiles	6
2134	unexpected	1067	1067	smile	in-a-sentential-complement	the bankers said the surgeon smile	6
2135	expected	1068	1068	be	in-a-sentential-complement	the bankers said the surgeon is tall	6
2136	unexpected	1068	1068	be	in-a-sentential-complement	the bankers said the surgeon are tall	6
2137	expected	1069	1069	be	in-a-sentential-complement	the bankers said the surgeon is old	6
2138	unexpected	1069	1069	be	in-a-sentential-complement	the bankers said the surgeon are old	6
2139	expected	1070	1070	be	in-a-sentential-complement	the bankers said the surgeon is young	6
2140	unexpected	1070	1070	be	in-a-sentential-complement	the bankers said the surgeon are young	6
2141	expected	1071	1071	be	in-a-sentential-complement	the bankers said the surgeon is short	6
2142	unexpected	1071	1071	be	in-a-sentential-complement	the bankers said the surgeon are short	6
2143	expected	1072	1072	laugh	in-a-sentential-complement	the bankers said the farmer laughs	6
2144	unexpected	1072	1072	laugh	in-a-sentential-complement	the bankers said the farmer laugh	6
2145	expected	1073	1073	swim	in-a-sentential-complement	the bankers said the farmer swims	6
2146	unexpected	1073	1073	swim	in-a-sentential-complement	the bankers said the farmer swim	6
2147	expected	1074	1074	smile	in-a-sentential-complement	the bankers said the farmer smiles	6
2148	unexpected	1074	1074	smile	in-a-sentential-complement	the bankers said the farmer smile	6
2149	expected	1075	1075	be	in-a-sentential-complement	the bankers said the farmer is tall	6
2150	unexpected	1075	1075	be	in-a-sentential-complement	the bankers said the farmer are tall	6
2151	expected	1076	1076	be	in-a-sentential-complement	the bankers said the farmer is old	6
2152	unexpected	1076	1076	be	in-a-sentential-complement	the bankers said the farmer are old	6
2153	expected	1077	1077	be	in-a-sentential-complement	the bankers said the farmer is young	6
2154	unexpected	1077	1077	be	in-a-sentential-complement	the bankers said the farmer are young	6
2155	expected	1078	1078	be	in-a-sentential-complement	the bankers said the farmer is short	6
2156	unexpected	1078	1078	be	in-a-sentential-complement	the bankers said the farmer are short	6
2157	expected	1079	1079	laugh	in-a-sentential-complement	the bankers said the manager laughs	6
2158	unexpected	1079	1079	laugh	in-a-sentential-complement	the bankers said the manager laugh	6
2159	expected	1080	1080	swim	in-a-sentential-complement	the bankers said the manager swims	6
2160	unexpected	1080	1080	swim	in-a-sentential-complement	the bankers said the manager swim	6
2161	expected	1081	1081	smile	in-a-sentential-complement	the bankers said the manager smiles	6
2162	unexpected	1081	1081	smile	in-a-sentential-complement	the bankers said the manager smile	6
2163	expected	1082	1082	be	in-a-sentential-complement	the bankers said the manager is tall	6
2164	unexpected	1082	1082	be	in-a-sentential-complement	the bankers said the manager are tall	6
2165	expected	1083	1083	be	in-a-sentential-complement	the bankers said the manager is old	6
2166	unexpected	1083	1083	be	in-a-sentential-complement	the bankers said the manager are old	6
2167	expected	1084	1084	be	in-a-sentential-complement	the bankers said the manager is young	6
2168	unexpected	1084	1084	be	in-a-sentential-complement	the bankers said the manager are young	6
2169	expected	1085	1085	be	in-a-sentential-complement	the bankers said the manager is short	6
2170	unexpected	1085	1085	be	in-a-sentential-complement	the bankers said the manager are short	6
2171	expected	1086	1086	laugh	in-a-sentential-complement	the bankers said the customer laughs	6
